NAMER	GENDER	SOURCES
CORASON	U	[16]
CORONADO	U	[16]
CORONEL	U	[16]
COZME	U	[16]
CRECENCIANO	U	[16]
CRECENSIO	U	[16]
CRESENCIANO	U	[16]
CRESENSIO	U	[16]
CRESPIN	U	[16]
CRESTINO	U	[16]
CRISTOMO	U	[16]
CRISTOVAL	U	[16]
CRUS	U	[16]
CUBERTO	U	[16]
CYPRIANO	U	[16]
DAMACENO	U	[16]
DAMAZO	U	[16]
DECIDERIO	U	[16]
DELOS	U	[6*, 16]
DEMECIO	U	[16]
DEONICIO	U	[16]
DEONISIO	U	[16]
DIAS	U	[16]
DIONIZIO	U	[16]
DIONYSIO	U	[16]
DIOS	U	[16, 1*]
DOMIGO	U	[16]
DONASIANO	U	[16]
DOROTHEO	U	[16]
DUVIJAI	U	[16]
EBANGELISTA	U	[16]
EBARISTO	U	[16]
ECIQUIO	U	[16]
EDUBIJE	U	[16]
EDUVIGE	U	[16]
EDUVIGEN	U	[16]
EDUVIJE	U	[16]
EDUVVIGIS	U	[16]
EGINIO	U	[16]
ELIJIO	U	[16]
ELOGIO	U	[16]
ELUTERIO	U	[16]
EMBAVAI	U	[16]
EMITERIO	U	[16]
ENCARNASION	U	[16]
ENEMECIO	U	[16]
ENRIQUES	U	[16]
ENRIQUEZ	U	[16]
ENRRICO	U	[16]
ENRRIGUE	U	[16]
EPIMENIO	U	[16]
EPITACIO	U	[16]
EPITASIO	U	[16]
ERASTO	M	[18, 16]
ERCULANO	U	[16]
ERMENEJILDO	U	[16]
ERMEREGILDO	U	[16]
ERMEREJILDO	U	[16]
ERNANDO	U	[16]
ESEQUIEL	U	[16]
ESIGUIO	U	[16]
ESMEREGILDO	U	[16]
ESMEREJILDO	U	[16]
ESPERIDION	U	[16]
ESPIRIDON	U	[16]
ESPIRIRION	U	[16]
ESTABAN	U	[16]
ESTANILAO	U	[16]
ESTANISLADO	U	[16]
ESTAQUIO	U	[16]
ESTAVAN	U	[17, 16]
ESTEUAN	U	[16]
ESTEVES	U	[16]
ESTOLANO	U	[16]
ESTRANISLAO	U	[16]
ETANISLAO	U	[16]
EUCEBIO	U	[16]
EUCEVIO	U	[16]
EUFRACIO	U	[16]
EUFROSINO	U	[16, 18*]
EUJENIO	U	[16]
EULOJIO	U	[16]
EUSEUIO	U	[16]
EUSEVIO	U	[16]
EUSIBIO	U	[16]
EUSTACHIO	U	[16]
EUSTAGUIO	U	[16]
EUTEMIO	U	[16]
EVANGELISTO	U	[16]
EXMEREGILDO	U	[16]
EZIQUIO	U	[16]
FAJARDO	U	[16]
FAUSTIN	M	[19, 16]
FAUTINO	U	[16]
FECUNDO	U	[16]
FELIPHE	U	[16]
FELIS	U	[16]
FELISIANO	U	[16]
FELIZIANO	U	[16]
FEREL	U	[16]
FERER	U	[16]
FERREL	U	[16]
FERRER	U	[16, 1*]
FIAERO	U	[16]
FIBURCIO	U	[16]
FLORENCIANO	M	[18, 16]
FLORENSIO	U	[16]
FLORENZIO	U	[16]
FLUGENCIO	U	[16]
FORTINO	U	[16]
FRANCISO	U	[16]
FRANCITO	U	[16]
FRANSISCO	U	[16]
FROYLAN	U	[16]
FRUTO	U	[16]
FRUTUOSO	U	[16]
GABIER	U	[16]
GABRIL	U	[16]
GALBAN	U	[16]
GASPAL	U	[16]
GAUINO	U	[16]
GENOBEVO	U	[16]
GENOVEVO	U	[16]
GEORJE	U	[16]
GERBACIO	U	[16]
GERBASIO	U	[16]
GEROMINO	U	[16]
GERONYMO	U	[16]
GILLERMO	M	[19, 16]
GILVERTO	U	[16]
GONSAGA	U	[16]
GONSALO	U	[16]
GONZALES	U	[16]
GORGE	U	[16]
GORJE	U	[16]
GRABRIEL	U	[16]
GRAVIEL	U	[16]
GRECORIO	U	[16]
GREGARIO	U	[16]
GUALUPE	U	[16]
GUEL	U	[16]
GUERONIMO	U	[16]
GUIRINO	U	[16]
GUIYERMO	U	[16]
GUMECINDO	U	[16]
GUMESINDO	U	[16]
GUSMAN	U	[16]
HABRAM	U	[16]
HABRAN	U	[16]
HECIQUIO	U	[16]
HEMETERIO	U	[16]
HERMENEJILDO	U	[16]
HERMENGILDO	U	[16]
HERMEREGILDO	U	[16]
HERNANDES	U	[16]
HIJINIO	U	[16]
HIRINEO	U	[16]
HOMOVONO	U	[16]
HONOFRE	U	[16]
HURBANO	U	[16]
HYLARIO	U	[16]
HYPOLITO	U	[16]
IAVAI	U	[16]
IGINIO	U	[16]
IGNASIO	U	[16]
IIUVAI	U	[16]
ILARIO	U	[16]
ILDEFONZO	U	[16]
ILDEPHONZO	U	[16]
INOSENCIO	U	[16]
IPOLITO	U	[16]
IUVAI	U	[16]
JACINTHO	U	[16]
JACOVO	U	[16]
JASINTHO	U	[16]
JASINTO	U	[16]
JASPAR	U	[16]
JAZINTHO	U	[16]
JAZINTO	U	[16]
JEORGE	U	[16]
JEORJE	U	[16]
JERARDO	U	[16]
JERMAN	U	[16]
JIAVAI	U	[16]
JIL	U	[16]
JIUVAI	U	[16]
JOACHIN	U	[16]
JOCE	U	[16]
JOCHIN	U	[16]
JORJE	U	[16]
JOSEFE	U	[16]
JOSEHP	U	[16]
JOSEPHA	U	[16]
JOSEPHE	U	[16]
JOSPHE	U	[16]
JOSSE	U	[16]
JOSSEF	U	[16]
JOSSEPH	U	[16]
JOZE	U	[16]
JUACHIN	U	[16]
JUAQUIN	U	[16]
JULIANI	U	[16]
JULLIAN	U	[16]
JUSEP	U	[16]
JUSEPE	U	[16]
JUZTO	U	[16]
KALAI	U	[16]
KAN	U	[16]
KUMANAVAI	U	[16]
LADISLADO	U	[16]
LAS	U	[16]
LASARO	U	[16]
LAURIANO	M	[18, 16]
LEOBARDO	M	[18, 16]
LEOGARDO	U	[16]
LEONICIO	U	[16]
LEONIDEZ	U	[16]
LEONIDO	U	[16]
LEONISIO	U	[16]
LIANDRO	U	[16]
LIONICIO	U	[16]
LIONISIO	U	[16]
LIVERATO	U	[16]
LOCADIO	U	[16]
LONJINO	U	[16]
LONJINOS	U	[16]
LORENSO	U	[16]
LORESO	U	[16]
LORIANO	U	[16]
LOSANO	U	[16]
LOSARO	U	[16]
LOZ	U	[16]
LOZANO	U	[16]
LUBERTO	U	[16]
LUCARIO	U	[16]
LUGARDO	U	[16]
LUGAS	U	[16]
LUISANO	U	[16]
LUS	U	[16]
LUSANO	U	[16]
LUSIANO	U	[16]
LUSIO	U	[16]
LUTERIO	U	[16]
LUYS	U	[16]
LUZIANO	M	[19, 16]
MACCIMIANO	U	[16]
MACCIMO	U	[16]
MACIMIANO	U	[16]
MACIMO	U	[16]
MACSIMIANO	U	[16]
MACSIMINO	U	[16]
MACSIMO	U	[16]
MACXIMO	U	[16]
MADALENO	U	[16]
MAGDALINO	U	[16]
MAGSIMO	U	[16]
MALDONADO	U	[16]
MARCELLINO	U	[16]
MARCIMIANO	U	[16]
MARCIMILIANO	U	[16]
MAREANO	U	[16]
MARGOS	U	[16]
MARIANNO	U	[16]
MARSELINO	U	[16]
MARSELO	U	[16]
MARSIAL	U	[16]
MARTHIN	U	[16]
MARTINES	U	[16]
MARTINI	U	[16]
MARTO	U	[16]
MARTTIN	U	[16]
MARZELINO	U	[16]
MARZELO	U	[16]
MARZIAL	U	[16]
MASCIMO	U	[16]
MASEDONIO	U	[16]
MASIMIANO	U	[16]
MASIMO	U	[16]
MATA	U	[16, 1*]
MATHEU	U	[16]
MATHIA	U	[16]
MATHIO	U	[16]
MATHO	U	[16]
MATIAZ	U	[16]
MATTHEO	U	[16]
MAURISIO	U	[16]
MAVAI	U	[16]
MAXCIMO	U	[16]
MAXIANO	U	[16]
MAXSIMO	U	[16]
MAZEDONIO	U	[16]
MELCHIADES	U	[16]
MELCHIOR	U	[16]
MELESIO	U	[16]
MELQUIADEZ	U	[16]
MELQUIADIS	U	[16]
MEREGILDO	U	[16]
MEREJILDO	U	[16]
MERINO	U	[16]
MERSED	U	[16]
METILDE	U	[16]
MEXIA	U	[16]
MILIANO	U	[16]
MILITON	U	[16]
NACARIO	U	[16]
NARCIZO	U	[16]
NARSISO	U	[16]
NARZISO	U	[16]
NARZIZO	U	[16]
NASAREO	U	[16]
NASARIO	U	[16]
NASSARIO	U	[16]
NATIBIDAD	U	[16]
NAVOR	U	[16]
NAZAREO	U	[16]
NEBENAVAI	U	[16]
NEMECIO	U	[16]
NEPOMUCINO	U	[16]
NEPOMUSENO	U	[16]
NEPONUCENO	U	[16]
NEPUMUCENO	U	[16]
NICACIO	U	[16]
NICOLAZ	U	[16]
NICOLOS	U	[16]
NICULAS	U	[16]
NIEBES	U	[16]
NIGOLAS	U	[16]
NOBERTO	U	[16]
NOLVERTO	U	[16]
NONNATO	U	[16]
NORATO	U	[16]
NORVERTO	U	[16]
NOVERTO	U	[16]
NUEL	U	[16]
OBISPO	U	[16]
OCTABIANO	U	[16]
OMOBONO	U	[16]
ONORATO	U	[16]
OR	U	[16]
OROCIO	U	[16]
PACHECO	U	[16]
PADUA	U	[16, 1*]
PALAFOX	U	[16]
PAMFILO	M	[18, 16]
PANCIANO	U	[16]
PANTALION	U	[16]
PANUNCIO	U	[16]
PAPAVAI	U	[16]
PAS	U	[16]
PASCACIO	U	[16]
PATRISIO	U	[16]
PAUBLINO	U	[16]
PAUBLO	U	[16]
PAZCUAL	U	[16]
PAZQUAL	U	[16]
PENA	U	[16]
PEOQUINTO	U	[16]
PERCILIANO	U	[16]
PERES	U	[16]
PERFETO	U	[16]
PERFIDIO	U	[16]
PERFIRIO	U	[16]
PHABIAN	U	[16]
PHELIPE	U	[16]
PHELIS	U	[16]
PHELIX	U	[16]
PILIPHE	U	[16]
PIOQUINTO	U	[16]
PLUTARIO	U	[16]
POLINAR	U	[16]
POLINARIO	U	[16]
POMPOSO	U	[16]
POMPOZO	U	[16]
PONCEANO	U	[16]
PONPOSO	U	[16]
PONSIANO	U	[16]
PRAGEDIS	U	[16]
PRAJEDIS	U	[16]
PRAXEDIS	U	[16]
PRECILIANO	U	[16]
PRESILIANO	U	[16]
PRICILIANO	U	[16]
PRIMITIBO	U	[16]
PRISILIANO	U	[16]
PRUDENSIO	U	[16]
PUDENCIANO	U	[16]
QUILLERMO	U	[16]
RAMIRES	U	[16]
RECARDO	U	[16]
REDUCINDO	U	[16]
REFUJIO	U	[16]
REIES	U	[16]
REJINO	U	[16]
RELLES	U	[16]
REMEGIO	U	[16]
REMIJIO	U	[16]
REXINO	U	[16]
REYEZ	U	[16]
RIOS	U	[16]
RODRIGUES	U	[16]
ROGUE	U	[16]
ROMALDO	U	[16]
ROSALES	U	[16]
ROSAS	U	[16]
ROSSA	U	[16]
ROVERTO	U	[16]
ROXAS	U	[16]
ROZALINO	U	[16]
ROZALIO	U	[16]
RUBERTO	U	[16]
RUFIN	U	[16]
RUMALDO	U	[16]
RUMUALDO	U	[16]
SACARIAS	U	[16]
SALBADOR	U	[16]
SALES	U	[16, 1*]
SALUADOR	U	[16]
SANCTA	U	[16]
SANCTIAGO	U	[16]
SANCTOS	U	[16]
SANDOBAL	U	[16]
SANPEDRO	U	[16, 1*]
SANTHIAGO	U	[16]
SANTISIMA	U	[16, 1*]
SANTISIMO	U	[16]
SARAPIO	U	[16]
SAVAS	U	[16]
SEBERIANO	U	[16]
SEBERINO	M	[19, 16]
SEBERO	U	[16]
SECILIO	U	[16]
SEFERINO	U	[16]
SELEDON	U	[16]
SELEDONIO	U	[16]
SELESTINO	U	[16]
SELSO	U	[16]
SELZO	U	[16]
SENCION	U	[16]
SENOBIO	U	[16]
SENOVIO	U	[16]
SEPH	U	[16]
SEPHERINO	U	[16]
SEPRIANO	U	[16]
SERAFINO	U	[16]
SERAFIO	U	[16]
SERBULO	U	[16]
SESAREO	U	[16]
SESARIO	U	[16]
SESILIO	U	[16]
SEUASTIAN	U	[16]
SIBIRIANO	U	[16]
SICILIO	U	[16]
SILBANO	U	[16]
SILBERIO	U	[16]
SILBESTRE	M	[19, 16]
SIMPHOROSO	U	[16]
SINECIO	U	[16]
SIPRIAN	U	[16]
SIPRIANO	U	[16]
SIRIACO	U	[16]
SIRILDO	U	[16]
SIRILO	U	[16]
SISILIO	U	[16]
SISTO	U	[16]
SISTOS	U	[16]
SIXTOS	U	[16]
SORIANO	U	[16]
SOTELO	U	[16]
SOTO	U	[16]
SPIRITU	U	[16]
STANISLAO	U	[16]
SUSANO	U	[16]
TAPAVAI	U	[16]
TECLO	U	[16]
TENORIO	U	[16]
TEODOCIO	U	[16]
TEODORIO	U	[16]
TEPAVAI	U	[16]
TEREZO	U	[16]
THADEO	U	[16]
THEODOCIO	U	[16]
THEODORO	U	[16]
THEODOSIO	U	[16]
THIBURCIO	U	[16]
THIMOTEO	U	[16]
THIMOTHEO	U	[16]
THORIBIO	U	[16]
THORIUIO	U	[16]
THORIVIO	U	[16]
TIBURSIO	U	[16]
TILANO	U	[16]
TIMOTHEO	U	[16]
TIODORO	U	[16]
TIOFILO	U	[16]
TIVURCIO	U	[16]
TIVURSIO	U	[16]
TODOCIO	U	[16]
TORIVIO	U	[16]
TRANCITO	U	[16, 1*]
TRANQUILO	U	[16]
TREJO	U	[16]
TRENIDA	U	[16]
TRENIDAD	U	[16]
TRIBURCIO	U	[16]
TRINIDA	U	[16]
UGENIO	U	[16]
URCINO	U	[16]
URSOLO	U	[16]
URSULO	U	[16]
URVANO	U	[16]
USEBIO	U	[16]
UVALDO	U	[16]
VACILIO	U	[16]
VASILIO	U	[16]
VBALDO	U	[16]
VECENTE	U	[16]
VENANSIO	U	[16]
VENITO	U	[16]
VENTURO	U	[16]
VERNABE	U	[16]
VERNARDINO	U	[16]
VERNARDO	U	[16]
VERNAVE	U	[16]
VIBIANO	U	[16]
VICTOREANO	U	[16]
VILLANUEBA	U	[16]
VILLANUEVA	U	[16]
VINCENTE	U	[16]
VISCENTE	U	[16]
VISENTE	U	[16]
VISSENTE	U	[16]
VIZENTE	U	[16]
VONIFACIO	U	[16]
VRBANO	U	[16]
VRSULO	U	[16]
VRVANO	U	[16]
VUAVUAGAN	U	[16]
VVENCESLAO	U	[16]
WAGATAN	U	[16]
WAWAGACHAN	U	[16]
WAWAGALAI	U	[16]
WAWAGAN	U	[16]
WAWAGATAN	U	[16]
WAWAKAI	U	[16]
WAWAKAIEN	U	[16]
WAWAKALAI	U	[16]
WAWAKAN	U	[16]
WAWAYIWHEN	U	[16]
XABIEL	U	[16]
XASINTO	U	[16]
XAUIER	U	[16]
XAVIEL	U	[16]
XIMENES	U	[16]
XIMON	U	[16]
XPTOBAL	U	[16]
XPTOVAL	U	[16]
YANUARIO	U	[16]
YCIDORO	U	[16]
YCIDRO	U	[16]
YGINIO	U	[16]
YGNASIO	U	[16]
YGNES	U	[16]
YGNOCENCIO	U	[16]
YIWHEN	U	[16]
YLARIO	U	[16]
YLARION	U	[16]
YLDEFONSO	U	[16]
YLDEFONZO	U	[16]
YLDEPHONSO	U	[16]
YLDEPHONZO	U	[16]
YLDIFONSO	U	[16]
YLDIFONZO	U	[16]
YNACIO	U	[16]
YNASIO	U	[16]
YNDALECIO	U	[16]
YNEZ	U	[17, 16]
YNOCENCIO	U	[16]
YNOCENTE	U	[16]
YNOSENCIO	U	[16]
YNOSENSIO	U	[16]
YNOSENTE	U	[16]
YPOLITO	U	[16]
YRENEO	U	[16]
YRINCO	U	[16]
YRINEO	U	[16]
YSAAC	U	[16]
YSAC	U	[16]
YSAURO	U	[16]
YSAVEL	U	[16]
YSIDERIO	U	[16]
YSIDORO	U	[16]
YZIDRO	U	[16]
ZALES	U	[16]
ZATURNINO	U	[16]
ZENOVIO	U	[16]
ZEPHERINO	U	[16]
ZERAPIO	U	[16]
ZIMON	M	[19, 16]
ZIPRIANO	M	[19, 16]
ABRAHANA	U	[16]
ABRANA	U	[16]
ABUNDA	U	[16]
ACASIA	U	[16]
ACENCIA	U	[16]
ACENSIA	U	[16]
ACENSION	U	[16]
ADALVERTA	U	[16]
AGATONA	U	[16]
AGELINA	U	[16]
ALCARIA	U	[16]
ALDONSA	U	[16]
ALEGANDRA	U	[16]
ALFONZA	U	[16]
ALIFONSA	U	[16]
ALONSA	U	[16]
ALONZA	U	[16]
ALPHONSA	U	[16]
ALPHONZA	U	[16]
ALTA	U	[17, 16]
ALVERTA	U	[16]
AMBROCIA	U	[16]
ANASARIA	U	[16]
ANASTAZIA	U	[16]
ANATACIA	U	[16]
ANBROCIA	U	[16]
ANCELINA	U	[16]
ANCELMA	U	[16]
ANESTACIA	U	[16]
ANGUELA	U	[16]
ANGUELES	U	[16]
ANGUELINA	U	[16]
ANICLETA	U	[16]
ANISETA	U	[16]
ANIZETA	U	[16]
ANJELES	U	[16]
ANJELINA	U	[16]
ANSTACIA	U	[16]
ANTTONIA	U	[16]
ANZELMA	U	[16]
AQUEDA	U	[16]
ARNULFA	U	[16]
ASCENCIA	U	[16]
ASCENSIA	U	[16]
ASEMPCION	U	[16]
ASENCIA	U	[16]
ASSENCIA	U	[16]
ASSENSION	U	[16]
ASSUMPCION	U	[16]
ASTACIA	U	[16]
ASTASIA	U	[16]
ASUMCION	U	[16]
ASUMPSION	U	[16]
ASUNPCION	U	[16]
ASUNSION	U	[16]
ATHANACIA	U	[16]
AUCENCIA	U	[16]
AUGA	U	[16]
AUGNA	U	[16]
AUSTACIA	U	[16]
AUSTASIA	U	[16]
AZENCION	U	[16]
BACILISA	U	[16]
BALENTINA	F	[19, 16]
BALERIA	U	[16]
BALERIANA	U	[16]
BARBOLA	U	[16]
BARBULA	U	[16]
BARTHOLA	U	[16]
BARTHOLAME	U	[16]
BARTOLAME	U	[16]
BARVARA	U	[16]
BASILEA	U	[16]
BEGNINA	U	[16]
BENANCIA	U	[16]
BENANSIA	U	[16]
BENINA	U	[16]
BERNADA	U	[16]
BERNADINA	U	[16]
BERNANDA	U	[16]
BERNAVELA	U	[16]
BICENTA	U	[16]
BICTORIA	U	[16]
BICTORIANA	U	[16]
BIRGINIA	U	[16]
BISENTA	U	[16]
BITORIA	U	[16]
BITORIANA	U	[16]
BIZENTA	F	[19, 16]
BLAZA	U	[16]
BRIGUIDA	U	[16]
BRIJIDA	U	[16]
CACIANA	U	[16]
CACIMIRA	U	[16]
CAETHANA	U	[16]
CALISTRA	U	[16]
CALIXTRA	U	[16]
CALLETANA	U	[16]
CANDA	U	[16]
CANDALARIA	U	[16]
CANUTA	U	[16]
CARMAN	U	[16]
CARPIA	U	[16]
CASTOLA	U	[16]
CATALENA	U	[16]
CATHALINA	U	[16]
CAZILDA	U	[16]
CEBASTIANA	U	[16]
CEBERA	U	[16]
CEBERIANA	U	[16]
CECELIA	U	[16]
CECUNDINA	U	[16]
CELZA	U	[16]
CENCILIA	U	[16]
CENCION	U	[16]
CENONA	U	[16]
CENOVIA	U	[16]
CERAPIA	U	[16]
CESILIA	U	[16]
CESSARIA	U	[16]
CEVASTIANA	U	[16]
CEVERA	U	[16]
CEVERIANA	U	[16]
CHATALINA	U	[16]
CHATARINA	U	[16]
CHATHARINA	U	[16]
CHITERIA	U	[16]
CHRESTINA	U	[16]
CHRISANTA	U	[16]
CHRISOSTOMA	U	[16]
CHRUS	U	[16]
CICILIA	U	[16]
CILBERIA	U	[16]
CILVERIA	U	[16]
CIMONA	U	[16]
CIRILDA	U	[16]
CISILIA	U	[16]
CISTA	U	[16]
CLEMENSIA	U	[16]
CLIMACA	U	[16]
CONCEPCIONA	U	[16]
CONCEPSION	U	[16]
CONRRADA	U	[16]
CONSECION	U	[16]
CONSEPSION	U	[16]
CONSEUSION	U	[16]
CONSTANSA	U	[16]
CRECENCIANA	U	[16]
CRECENSIA	U	[16]
CRESENCIANA	U	[16]
CRESENSIA	U	[16]
CRESENSIANA	U	[16]
CRESPINA	U	[16]
CRESTINA	U	[16]
CYPRIANA	U	[16]
DECIDERIA	U	[16]
DELORES	U	[16]
DEMECIA	U	[16]
DEMESIA	U	[16]
DEONICIA	U	[16]
DEONISIA	U	[16]
DESIDORA	U	[16]
DICIDERIA	U	[16]
DIEGA	U	[16]
DOLOREZ	U	[16]
DONASIANA	U	[16]
EBARISTA	U	[16]
ECCIQUIA	U	[16]
ECIQUIA	U	[16]
EDUBIGE	U	[16]
EDUVIGUES	U	[16]
EDUVVIGES	U	[16]
EDUWIGIS	U	[16]
EFIGUENIA	U	[16]
EFIJENIA	U	[16]
EGINIA	U	[16]
ELBIRA	F	[19, 16]
ELIJIA	U	[16]
ELLENA	U	[16]
ELOGIA	U	[16]
ELUTERIA	U	[16]
EMIDIA	U	[16]
EMITERIA	U	[16]
ENCARNASSION	U	[16]
ENCARNATION	U	[16]
ENCARNAZION	U	[16]
ENCARNCION	U	[16]
ENEMECIA	U	[16]
EPHIGENIA	U	[16]
EPIGMENIA	U	[16]
EPIMENIA	U	[16]
EPITACIA	U	[16]
EPITASIA	U	[16]
EQUITERIA	U	[16]
ERACLIA	U	[16]
ERCULANA	U	[16]
ERIBERTA	U	[16]
ERMENEJILDA	U	[16]
ERMEREGILDA	U	[16]
ESIQUIA	U	[16]
ESMEREGILDA	U	[16]
ESMEREJILDA	U	[16]
ESPIRIDIONA	U	[16]
ESTACIA	U	[16]
ESTAFANA	U	[16]
ESTAFANIA	U	[16]
ESTEPHANA	U	[16]
EUCEVIA	U	[16]
EUFENIA	U	[16]
EUFROCINA	U	[16]
EUJENIA	U	[16]
EULARIA	U	[16]
EULOJIA	U	[16]
EUROPA	F	[19, 16]
EUSEUIA	U	[16]
EUSEVIA	U	[16]
EUSTACHIA	U	[16]
EUSTAGUIA	U	[16]
EUTEMIA	U	[16]
EZTEFANA	U	[16]
FANNIE	U	[16]
FAVIANA	U	[16]
FEBRONIA	U	[16]
FECUNDA	U	[16]
FELECIANA	U	[16]
FELIPHA	U	[16]
FELISIANA	U	[16]
FELISITA	U	[16]
FELISITAS	U	[16]
FELIXA	U	[16]
FELIZIANA	U	[16]
FERMANA	U	[16]
FHELIPA	U	[16]
FIGENIA	U	[16]
FLABIA	U	[16]
FLORENCIANA	U	[16]
FLORENSIA	U	[16]
FLORENSIANA	U	[16]
FLUGENCIA	U	[16]
FRACISCA	U	[16]
FRANCISA	U	[16]
FRANQUILINA	U	[16]
FRANSISCA	U	[16]
FRUMENCIA	U	[16]
FUENTE	U	[16, 1*]
GAMAAKUVEN	U	[16]
GAMADAIP	U	[16]
GAMAGALAI	U	[16]
GAMAKAIEN	U	[16]
GAMAKALAI	U	[16]
GAMAKUMAN	U	[16]
GAMANEUBEN	U	[16]
GAMAUPAP	U	[16]
GAMAVAGACHAN	U	[16]
GAMAVAI	U	[16]
GAMAVIUJUI	U	[16]
GAMAYIWHEN	U	[16]
GATARINA	U	[16]
GAVRIELA	U	[16]
GENOBEBA	F	[19, 16]
GENOBEVA	U	[16]
GEORGA	U	[16]
GEORJA	U	[16]
GERBACIA	U	[16]
GERBASIA	U	[16]
GEROMINA	U	[16]
GERONYMA	U	[16]
GERTRUDIZ	U	[16]
GERVACIA	U	[16]
GETRUDES	U	[16]
GETRUDIS	U	[16]
GETRUDIX	U	[16]
GETRUDIZ	U	[16]
GILLERMA	U	[16]
GORDIANA	U	[16]
GRASIA	U	[16]
GRASIANA	U	[16]
GRAVIELA	U	[16]
GREGA	U	[16]
GUADELUPE	U	[16]
GUDALUPE	U	[16]
GUERONIMA	U	[16]
GUETRUDIS	U	[16]
GUITERIA	U	[16]
GUMECINDA	U	[16]
GUMESINDA	U	[16]
HEDUVIGE	U	[16]
HERCULANA	U	[16]
HERMENEJILDA	U	[16]
HERMENGILDA	U	[16]
HERMEREGILDA	U	[16]
HESIQUIA	U	[16]
HIJINIA	U	[16]
HISABEL	U	[16]
HOMOBONA	U	[16]
HOMOVONA	U	[16]
HUADALUPE	U	[16]
HURBANA	U	[16]
HURSULA	U	[16]
HYLARIA	U	[16]
HYPOLITA	U	[16]
IGINIA	U	[16]
IGNES	U	[16]
ILDEFONZA	U	[16]
IPHIGENIA	U	[16]
IPOLITA	U	[16]
ISAVEL	U	[16]
JABIELA	U	[16]
JABIERA	U	[16]
JACINTHA	U	[16]
JACOVA	U	[16]
JANUARIA	U	[16]
JASINTA	U	[16]
JASINTHA	U	[16]
JAVIELA	U	[16]
JAZINTA	U	[16]
JERARDA	U	[16]
JERMANA	U	[16]
JERTRUDIS	U	[16]
JETRUDES	U	[16]
JETRUDIS	U	[16]
JEZUS	U	[16]
JOACHINA	U	[16]
JOCEFA	U	[16]
JORGA	U	[16]
JOSSEFA	U	[16]
JOSSEPHA	U	[16]
JOZEFA	U	[16]
JUACHINA	U	[16]
JUANNA	U	[16]
JUAQUINA	U	[16]
JULLIANA	U	[16]
JUSEPA	U	[16]
JUZTA	U	[16]
KIDUVIJAI	U	[16]
KINAGACHAN	U	[16]
KINAGALAI	U	[16]
KINAGAN	U	[16]
KINAGATAN	U	[16]
KINAJAN	U	[16]
KINAKALAI	U	[16]
KINYIWHEN	U	[16]
LASARA	U	[16]
LEOGARDA	U	[16]
LEONICIA	U	[16]
LEONISIA	U	[16]
LIANDRA	U	[16]
LILLIE	U	[16]
LIONICIA	U	[16]
LIVERATA	U	[16]
LIVRADA	U	[16]
LOCADIA	U	[16]
LOCIA	U	[16]
LONJINA	U	[16]
LORENCA	U	[16]
LORENSA	U	[16]
LORENSSA	U	[16]
LOSIA	U	[16]
LUBERTA	U	[16]
LUCARIA	U	[16]
LUCRESIA	U	[16]
LUGARDA	U	[16]
LUICA	U	[16]
LUISSA	U	[16]
LUMBINA	U	[16]
LUSANA	U	[16]
LUTERIA	U	[16]
LUYSA	U	[16]
LUYZA	U	[16]
LUZIANA	F	[19, 16]
MACCIMA	U	[16]
MACCIMIANA	U	[16]
MACIMA	U	[16]
MACIMIANA	U	[16]
MACSIMA	U	[16]
MACSIMIANA	U	[16]
MACXIMA	U	[16]
MADAGLENA	U	[16]
MADALEGNA	U	[16]
MAGARITA	U	[16]
MAGDELENA	U	[16]
MANULA	U	[16]
MARCARITA	U	[16]
MARCIMILIANA	U	[16]
MARCOTA	U	[16]
MARGARITHA	U	[16]
MARIANTONIA	U	[16]
MARIQUITA	U	[16]
MARSELA	U	[16]
MARSELINA	U	[16]
MARSIALA	U	[16]
MARSIANA	U	[16]
MARTIANA	U	[16]
MARZELA	U	[16]
MARZELINA	U	[16]
MARZIALA	U	[16]
MASCIMA	U	[16]
MASEDONIA	U	[16]
MASIMA	U	[16]
MASIMIANA	U	[16]
MATALENA	U	[16]
MATEANA	U	[16]
MATHEANA	U	[16]
MATHIANA	U	[16]
MATIANA	U	[16]
MATTIE	U	[16]
MAURISIA	U	[16]
MAXCIMA	U	[16]
MAXSIMA	U	[16]
MELCHIORA	U	[16]
MEREGILDA	U	[16]
MEREJILDA	U	[16]
MERENCIANA	U	[16]
MERZED	U	[16]
MICAHELA	U	[16]
MICAILA	U	[16]
MICALA	U	[16]
MICAYLA	U	[16]
MICHALA	U	[16]
MICUELA	U	[16]
MIGUEILA	U	[16]
MILIANA	U	[16]
MIQUEILA	U	[16]
MOLLIE	U	[16]
MRIA	U	[16]
MUCIA	U	[16]
MUSIA	U	[16]
NABORA	U	[16]
NARSISA	U	[16]
NARSIZA	U	[16]
NARZISA	U	[16]
NARZIZA	U	[16]
NASAREA	U	[16]
NASARIA	U	[16]
NAVORA	U	[16]
NEMENCIA	U	[16]
NEPOMUSENA	U	[16]
NESTORA	U	[16]
NETTIE	U	[16]
NICACIA	U	[16]
NICULASA	U	[16]
NIEVEZ	U	[16]
NOBERTA	U	[16]
NOLASCA	U	[16]
NORATA	U	[16]
NORVERTA	U	[16]
NOVERTA	U	[16]
OCOTLAN	U	[16]
OCTABIANA	U	[16]
ONORATA	U	[16]
OROCIA	U	[16]
PALONIA	U	[16]
PAMFILA	U	[16]
PANTALIONA	U	[16]
